Food code,Main food description,Food description
72107222,"Collards, frozen, cooked, fat added, not specified subcategory as to fat type","The image shows the food category of collards, frozen, cooked, fat added, not specified subcategory as to fat type. Additional details include collard greens; not specified subcategory as to fat added."
72107227,"Collards, fresh, cooked with oil","The image shows the food category of collards, fresh, cooked with oil. Additional details include collard greens."
72107228,"Collards, fresh, cooked with butter or margarine","The image shows the food category of collards, fresh, cooked with butter or margarine. Additional details include collard greens; animal fat; shortening; from restaurant."
72107230,"Collards, frozen, cooked with oil","The image shows the food category of collards, frozen, cooked with oil. Additional details include collard greens."
72107231,"Collards, frozen, cooked with butter or margarine","The image shows the food category of collards, frozen, cooked with butter or margarine. Additional details include collard greens; animal fat; shortening."
72107233,"Collards, canned, cooked with oil","The image shows the food category of collards, canned, cooked with oil. Additional details include collard greens."
72107234,"Collards, canned, cooked with butter or margarine","The image shows the food category of collards, canned, cooked with butter or margarine. Additional details include collard greens; animal fat; shortening."
72110100,"Cress, raw","The image shows the food category of cress, raw."
72110221,"Cress, cooked","The image shows the food category of cress, cooked. Additional details include with or without fat."
72113100,"Dandelion greens, raw","The image shows the food category of dandelion greens, raw."
72113220,"Dandelion greens, cooked","The image shows the food category of dandelion greens, cooked. Additional details include with or without fat."
72116000,"Romaine lettuce, raw","The image shows the food category of romaine lettuce, raw. Additional details include endive; chicory; escarole; green leaf."
72116150,"Caesar salad, with romaine, no dressing","The image shows the food category of caesar salad, with romaine, no dressing. Additional details include wendy's Caesar Side Salad."
72116220,"Escarole, cooked","The image shows the food category of escarole, cooked. Additional details include endive; with or without fat."
72118211,"Greens, fresh, cooked, no added fat","The image shows the food category of greens, fresh, cooked, no added fat. Additional details include cooking spray."
72118212,"Greens, frozen, cooked, no added fat","The image shows the food category of greens, frozen, cooked, no added fat. Additional details include cooking spray."
72118220,"Greens, not specified subcategory as to form, cooked","The image shows the food category of greens, not specified subcategory as to form, cooked. Additional details include with or without fat."
72118221,"Greens, fresh, cooked, fat added","The image shows the food category of greens, fresh, cooked, fat added. Additional details include not specified subcategory as to fat added; from restaurant."
72118222,"Greens, frozen, cooked, fat added","The image shows the food category of greens, frozen, cooked, fat added. Additional details include not specified subcategory as to fat added."
72118223,"Greens, canned, cooked, fat added","The image shows the food category of greens, canned, cooked, fat added. Additional details include not specified subcategory as to fat added."
72119190,"Kale, raw","The image shows the food category of kale, raw."
72119211,"Kale, fresh, cooked, no added fat","The image shows the food category of kale, fresh, cooked, no added fat. Additional details include cooking spray."
72119212,"Kale, frozen, cooked, no added fat","The image shows the food category of kale, frozen, cooked, no added fat. Additional details include cooking spray."
72119213,"Kale, canned, cooked, no added fat","The image shows the food category of kale, canned, cooked, no added fat. Additional details include cooking spray."
72119220,"Kale, not specified subcategory as to form, cooked","The image shows the food category of kale, not specified subcategory as to form, cooked. Additional details include with or without fat."
